wavelength,1,a,bb,a^2,a bb,bb^2,a^3,a^2 bb,a bb^2,bb^3,a^4,a^3 bb,a^2 bb^2,a bb^3,bb^4
555.0,-2.999347905830981,-0.7563984077911179,0.7928762922462521,-0.17546745037367475,0.3726247100381379,-0.16119573768042206,0.01936884335026299,-0.09529853365619498,0.11460915395353317,-0.03183036283162029,0.0015971744619462484,0.002310270621914967,-0.01084828507120042,0.009837691147349614,-0.001832242502601833
560.0,-2.998687131132068,-0.7537243231826428,0.7914640316577549,-0.18133037034627536,0.37945970080029146,-0.1633668847943858,0.02131425092977734,-0.09907076422960093,0.11717419007077712,-0.03251648857371252,0.0019135080690154127,0.0023338590857143876,-0.011207371267191873,0.01007341380061666,-0.0018967105177944976
565.0,-2.997638867321476,-0.7523526487565704,0.7909416055204385,-0.18679835907537498,0.3851952524146144,-0.16508476339508976,0.023347165915867586,-0.10283365333271738,0.11952254589654605,-0.03312135724965594,0.0022582571309410805,0.0023281631839243977,-0.011554380162968184,0.010293607090833712,-0.0019560213885724265
570.0,-2.996725961932774,-0.7522070066208737,0.7902760027081603,-0.1906391117169558,0.3888566350648235,-0.16685118700765467,0.02454626667954326,-0.10518119498702572,0.12108521739427566,-0.03373738143973001,0.002806180332039292,0.0020233098239755554,-0.011667389915470755,0.010429885376803616,-0.00201597931962183
575.0,-2.9961861880202507,-0.7527915164233822,0.78874902867536,-0.19356653765787044,0.39119413388011254,-0.16908216844976695,0.025148901485301745,-0.10649457443651322,0.12208329058423026,-0.03444335882562312,0.003656314483530189,0.0013893834010538855,-0.011575284566453875,0.010499329606377783,-0.0020812040391134934
580.0,-2.996266762340054,-0.7536638238446154,0.7857613024167921,-0.19573311444007893,0.39202376492804913,-0.172017015739417,0.024069670385894068,-0.10596687117666079,0.12220505828602872,-0.03526171949072669,0.004910717225209006,0.0001985738056621139,-0.011133853187691084,0.010457031936886185,-0.0021513366989418525
585.0,-2.997041547877842,-0.7544132997088869,0.7811299021748984,-0.19773986251013115,0.390956291204126,-0.1755807298439119,0.018815095792004334,-0.10216437050795094,0.12093024957994972,-0.036129700632687625,0.006633747150638924,-0.0019618527066579267,-0.010099599478174126,0.010231612767153148,-0.0022189289776991528
590.0,-2.9984137755273945,-0.755608231048453,0.7758725350879679,-0.19952893890695345,0.38833590560181863,-0.17913500108276637,0.011307544290698163,-0.097012349811986,0.1188823088927058,-0.036918707471873216,0.00898316467513783,-0.004844799806703427,-0.008788985212967289,0.009915822845916689,-0.0022758540575285036
595.0,-3.0001169824909617,-0.7569692283760157,0.7713978824549754,-0.19896043707767921,0.3830000370587338,-0.18157750227854177,-1.6386901069985948e-05,-0.08884200986252924,0.11544172353364804,-0.037356474474522755,0.01238377964362025,-0.008944888219460528,-0.006947169380692737,0.00944016292186764,-0.0023013830119055223
600.0,-3.0033207813549923,-0.7580687780059668,0.7681561609312416,-0.1779042345847606,0.3659890217954109,-0.18138933568085794,-0.019934060795005596,-0.06878158610012296,0.10701222221804295,-0.03695842119904459,0.01698920529048259,-0.014503309285752691,-0.003890890785431582,0.008498574773150525,-0.0022557039090274067
605.0,-3.00484696081774,-0.7596016067866829,0.7679920674210232,-0.15982098061040007,0.3544852288366894,-0.18013506679477584,-0.030961823331771793,-0.0560338619132818,0.10180786870563,-0.036476493942807706,0.019704089910936865,-0.01765337517710751,-0.0020745917245002694,0.007934370263109614,-0.002212133470831379
610.0,-3.0054148834323007,-0.7606262089341789,0.7662479913208724,-0.16047511970718617,0.35463543108312034,-0.1813218492098807,-0.017079873067475795,-0.06282115758155875,0.10266033193170171,-0.03675848343939414,0.030018612563758724,-0.022096132826292116,-0.001651479053123777,0.00792753856573944,-0.0022320798092623217
615.0,-3.005929217160113,-0.7617238523148189,0.7644001438849819,-0.16011321936344985,0.3545070103184639,-0.1825733342398007,0.0050014487790996645,-0.0738606638576731,0.10421304261929458,-0.037091225020627325,0.04405800303628501,-0.027942995710889273,-0.001238857127528744,0.007966269489868144,-0.0022562547361995033
620.0,-3.0068222964416678,-0.7614540579726027,0.762333971587212,-0.14721148207798004,0.3494128187109334,-0.18327773783121223,0.03611484866898985,-0.08576066619013657,0.10478749142434846,-0.03726388209211051,0.06257154658618494,-0.0354335735811019,-0.000547220949506301,0.00790815988960658,-0.0022668336076934192
625.0,-3.0075326334480827,-0.759329200135996,0.7601707471805135,-0.1287216443614753,0.3424602298476403,-0.1837237106641686,0.07259813063175459,-0.0992645724034228,0.10523705198361508,-0.03737499352700979,0.08414100636156124,-0.04442967145606995,0.0003782230355444498,0.007813579247438196,-0.00227171760085787
630.0,-3.0080813442136756,-0.7548406143832143,0.7575956716932106,-0.10223589254730822,0.33276096007502715,-0.1839971215614788,0.11807020338331016,-0.11604544743594901,0.10566268293273585,-0.03744960371806838,0.11014956068592628,-0.05551269949559042,0.0015074854350901994,0.0076934587416572775,-0.0022729622714252606
635.0,-3.0081829780897316,-0.7484707117379334,0.7551394969583184,-0.0753301147507902,0.3222396580996798,-0.18394061549854798,0.15698309537318117,-0.13089308280896844,0.10554609165914712,-0.03741853039456766,0.13423872542958296,-0.06709316330257936,0.002927730616197579,0.007503180918957006,-0.00226441426699564
640.0,-3.007721170120954,-0.7407720459104928,0.7534780290396564,-0.05908277012293952,0.3125835464599298,-0.1831889048627362,0.15409062165434698,-0.13109659175456354,0.10280696855474575,-0.03706769512063632,0.1412749004009043,-0.07569637705543653,0.004784960052756023,0.007095783429016234,-0.0022274079916118072
645.0,-3.0073026495997253,-0.7365230196284566,0.7509113677078455,-0.0523748790039745,0.30344725099846315,-0.1831679909140292,0.1615764653769264,-0.14388077385091455,0.10274608410488956,-0.03703308902726647,0.15087617730746627,-0.08643293683523992,0.0063010737995393695,0.006892641147233564,-0.002217049395395132
650.0,-3.0070134762040075,-0.7399311342007427,0.7496804041834926,-0.09128040960302262,0.2986253489895026,-0.18259309577668115,0.07286557658911372,-0.13472043775229683,0.09962335715047882,-0.0366808942101645,0.11731794630421494,-0.09098737358497502,0.008189283490402467,0.006457695267029551,-0.002178502645916014
655.0,-3.0072822247593334,-0.7648407792837585,0.7533764126811946,-0.23771480117261687,0.30473410565683456,-0.18042689331496126,-0.23733257734629867,-0.08852979297821585,0.09284597894402324,-0.035806984196212574,-0.018653794033190035,-0.09171932368454103,0.012456111699788792,0.005601146363674175,-0.0020957203873559482
660.0,-3.0052801352435643,-0.7886649476639677,0.7649906910720966,-0.3915076772392058,0.32271333255870527,-0.17566977982255813,-0.5857542753832653,-0.04148332952826897,0.08970952790978229,-0.034693069019506056,-0.13700705562474647,-0.13045282632898714,0.02459402143832668,0.004425450931499972,-0.001994561340968315
665.0,-3.0005157842158,-0.7868636373082509,0.7789186359397636,-0.4165186791283032,0.35310318805290347,-0.1714411379058984,-0.5950189808174606,-0.03394508290608721,0.09659588656168379,-0.03425378946202076,-0.03385260302714636,-0.1921376154680489,0.03720177015453128,0.003992389685703604,-0.001961081988794522
670.0,-2.995489612096234,-0.7771121946615651,0.7910934620496091,-0.42804403141206615,0.3886652065931056,-0.16831129212733897,-0.6108551978508452,-0.011634806736270098,0.10424214069236727,-0.034087542631054485,-0.007882627587602387,-0.20389258212707537,0.042316857857556775,0.004233687230692798,-0.001964318656688002
675.0,-2.993533479767577,-0.7874082105224935,0.7971346136432917,-0.5196439767052365,0.40911774943081497,-0.16675557101871138,-0.7665333500160955,0.0009144546525851499,0.10850972336237147,-0.03398050954343877,-0.05095158689405162,-0.22840652059574007,0.049330399659139074,0.003970302276036397,-0.0019499249634346016
680.0,-2.9934835014751036,-0.8211033706380426,0.8016577798236663,-0.7318674626325864,0.4225301627084522,-0.16484282354720378,-1.1716564071151043,0.017509091593966016,0.10969186012231527,-0.03356509276744227,-0.1693000760535172,-0.2971546955325316,0.06436575815634751,0.0028958231060832174,-0.0018910196285504277
685.0,-3.006608777112106,-1.0077770073796366,0.7973537083004453,-1.6701142236451516,0.4232804678705883,-0.1652891967395141,-3.015230675425925,0.08934741920700905,0.09900414406033747,-0.03291152980732956,-1.1435118434876406,-0.3583673514235184,0.08286353217151443,0.0007132354289971776,-0.0017825711138832467
690.0,-3.0767993141602363,-2.0276014574535806,0.8054636567246611,-7.1195033659648015,0.6898699175469393,-0.1751679307163563,-15.025825463303516,1.2636480853490657,0.02212871316309121,-0.031010536028947266,-9.764935646628198,0.62659404405286,0.0398616792834401,-0.0013674412960198445,-0.0016106291928341676
695.0,-3.2958976081790405,-5.698052825040032,0.9482658531340947,-28.4334363138298,2.213923080791003,-0.19742833951927918,-66.2779181912926,6.716462979148237,-0.18591604160025438,-0.0267925902128624,-51.424653700230536,5.841646210593838,-0.1527762100185621,-0.0033432061194706986,-0.0013217096238165027
700.0,-3.3745834894041904,-8.900052324211421,1.0743860896888409,-58.76441476019735,3.949032078738001,-0.2010837191551557,-172.36849499197612,15.71164160018667,-0.41620105592042883,-0.021942575245675444,-168.94924416873724,17.552222266262216,-0.4468277151458598,-0.006367109853133823,-0.001003334909277953
705.0,-3.0390852755364923,-3.5102856598789893,0.9012476940472522,-38.812113085812186,2.2860130253935007,-0.15990021320654335,-207.24563944012633,17.87943848006564,-0.5472197058744378,-0.016306123061447686,-327.59738459100527,31.20199223417787,-0.8131687931908986,-0.008519547350179318,-0.0007055642182609567
710.0,-2.9647619351540513,-1.2361097525010263,0.9104449363817371,12.840776041695658,-1.264877309731138,-0.06692509149478654,-69.09924920855089,8.443800353333097,-0.49886792963342286,-0.008579899967093102,-706.9733216481112,59.20770873339014,-1.4976681723040033,-0.010053516793850963,-0.0003469438780323575
